,ISBN,Book-Title,Book-Author,Year-Of-Publication,Book-Publisher,Title-Tokens,Author-Tokens,Publisher-Tokens
4323,0440162645,The Nantucket Diet Murders (Eugenia Potter Mysteries),virginia rich,1986,Dell,"['nantucket', 'diet', 'murder', 'eugenia', 'potter', 'mystery']","['virginia', 'rich']",['dell']
4324,0449212750,Murder in the CIA (Capital Crime Mysteries),margaret truman,1991,Fawcett Books,"['murder', 'cia', 'capital', 'crime', 'mystery']","['margaret', 'truman']",['fawcett']
4325,0425127230,Stardust,robert b parker,1996,Berkley Publishing Group,['stardust'],"['robert', 'b', 'parker']","['berkley', 'group']"
4326,0671884298,"A LITTLE YELLOW DOG : Featuring an Original Easy Rawlins Short Story \Gray-Eyed Death\"" (Easy Rawlins Mysteries (Paperback))""",walter mosley,1997,Pocket,"['little', 'yellow', 'dog', 'featuring', 'original', 'easy', 'rawlins', 'short', 'story', 'grayeyed', 'death', 'easy', 'rawlins', 'mystery']","['walter', 'mosley']",['pocket']
4327,0064471047,"The Lion, the Witch, and the Wardrobe (The Chronicles of Narnia, Book 2)",cs lewis,1994,HarperCollins,"['lion', 'witch', 'wardrobe', 'chronicle', 'narnia', 'book', '2']","['cs', 'lewis']",['harpercollins']
4328,0330491482,Whatever You Want: Anything's Possible ... You Decide,rachel timms,2003,Pan Macmillan,"['whatever', 'want', 'anythings', 'possible', 'decide']","['rachel', 'timms']","['pan', 'macmillan']"
4329,0767904141,Close to Shore: The Terrifying Shark Attacks of 1916,michael capuzzo,2002,Broadway Books,"['close', 'shore', 'terrifying', 'shark', 'attack', '1916']","['michael', 'capuzzo']",['broadway']
4330,0786868430,Madam Secretary: A Memoir,madeleine albright,2003,Miramax,"['madam', 'secretary', 'memoir']","['madeleine', 'albright']",['miramax']
4331,0060191538,"Perfect Murder, Perfect Town",lawrence schiller,1999,Harpercollins,"['perfect', 'murder', 'perfect', 'town']","['lawrence', 'schiller']",['harpercollins']
4332,0425166929,One Last Time: A Psychic Medium Speaks to Those We Have Loved and Lost,john edward,2000,Berkley Publishing Group,"['one', 'last', 'time', 'psychic', 'medium', 'speaks', 'loved', 'lost']","['john', 'edward']","['berkley', 'group']"
4333,0312958129,Coming Home,rosamunde pilcher,1996,St. Martin's Press,"['coming', 'home']","['rosamunde', 'pilcher']","['st', 'martin']"
4334,0385336314,Dating Game,danielle steel,2003,Delacorte Press,"['dating', 'game']","['danielle', 'steel']",['delacorte']
4335,0590477331,Mr. Popper's Penguins,richard atwater,1992,Scholastic Inc,"['mr', 'popper', 'penguin']","['richard', 'atwater']","['scholastic', 'inc']"
4336,0345368754,Foucault's Pendulum,umberto eco,1990,Ballantine Books,"['foucault', 'pendulum']","['umberto', 'eco']",['ballantine']
4337,3492260640,Zuflucht im Teehaus. Roman.,sujata massey,2003,Piper,"['zuflucht', 'im', 'teehaus', 'roman']","['sujata', 'massey']",['piper']
4338,0553213164,Anne of Windy Poplars (Anne of Green Gables Novels (Paperback)),lm montgomery,1983,Bantam Classics,"['anne', 'windy', 'poplar', 'anne', 'green', 'gable', 'novel']","['lm', 'montgomery']","['bantam', 'classic']"
4339,0446603929,See How They Run,james patterson,1997,Warner Books,"['see', 'run']","['james', 'patterson']",['warner']
4340,0553213180,Anne's House of Dreams,lm montgomery,1983,Bantam Classics,"['anne', 'house', 'dream']","['lm', 'montgomery']","['bantam', 'classic']"
4341,0671745085,ROAD TO NOWHERE : ROAD TO NOWHERE,christopher pike,1993,Simon Pulse,"['road', 'nowhere', 'road', 'nowhere']","['christopher', 'pike']","['simon', 'pulse']"
4342,014032724X,Hatchet,gary paulsen,1988,Penguin USA,['hatchet'],"['gary', 'paulsen']","['penguin', 'usa']"
4343,0440177049,Season of Passion,danielle steel,1980,Dell,"['season', 'passion']","['danielle', 'steel']",['dell']
4344,0590434616,The Dollhouse Murders,betty ren wright,1989,Scholastic,"['dollhouse', 'murder']","['betty', 'ren', 'wright']",['scholastic']
4345,0812551699,The Merlin Effect,ta barron,1996,Tor Fantasy,"['merlin', 'effect']","['ta', 'barron']","['tor', 'fantasy']"
4346,0446518581,Border Music,robert james waller,1995,Warner Books,"['border', 'music']","['robert', 'james', 'waller']",['warner']
4347,0971181802,E-Wally and the Quest,judy shasek,2001,Inventeam Llc,"['ewally', 'quest']","['judy', 'shasek']","['inventeam', 'llc']"
4348,0380712040,Black Cherry Blues: A Dave Robicheaux Novel,james lee burke,1990,Avon,"['black', 'cherry', 'blue', 'dave', 'robicheaux', 'novel']","['james', 'lee', 'burke']",['avon']
4349,0743225724,Good Harbor: A Novel,anita diamant,2002,Scribner,"['good', 'harbor', 'novel']","['anita', 'diamant']",['scribner']
4350,0375756981,The Vagina Monologues: The V-Day Edition,eve ensler,2000,Villard Books,"['vagina', 'monologue', 'vday', 'edition']","['eve', 'ensler']",['villard']
4351,0195014766,The Art of War (UNESCO Collection of Representative Works),samuel b griffith,1971,Oxford University Press,"['art', 'war', 'unesco', 'collection', 'representative', 'work']","['samuel', 'b', 'griffith']","['oxford', 'university']"
4352,0140440372,The Last Days of Socrates,plato,1954,Penguin/Puffin Mass Market,"['last', 'day', 'socrates']",['plato'],"['penguinpuffin', 'mass', 'market']"
4353,0140258795,Longitude: The True Story of a Lone Genius Who Solved the Greatest Scientific Problem of His Time,dava sobel,1996,Penguin Books,"['longitude', 'true', 'story', 'lone', 'genius', 'solved', 'greatest', 'scientific', 'problem', 'time']","['dava', 'sobel']",['penguin']
4354,0877799156,The Official Scrabble Players Dictionary (Third Edition),merriamwebster,1996,Merriam-Webster,"['official', 'scrabble', 'player', 'dictionary', 'third', 'edition']",['merriamwebster'],['merriamwebster']
4355,0024182001,Elements of Style 3ED,william jr strunk,1979,Pearson Higher Education,"['element', 'style', '3ed']","['william', 'jr', 'strunk']","['pearson', 'higher', 'education']"
4356,0062735233,On Writing Well: The Classic Guide to Writing Nonfiction,william knowlton zinsser,1998,HarperResource,"['writing', 'well', 'classic', 'guide', 'writing', 'nonfiction']","['william', 'knowlton', 'zinsser']",['harperresource']
4357,067972754X,Dictionary of the Khazars (F) (Vintage International),milorad pavic,1989,Vintage,"['dictionary', 'khazars', 'f', 'vintage', 'international']","['milorad', 'pavic']",['vintage']
4358,0393051404,Monster of God: The Man-Eating Predator in the Jungles of History and the Mind,david quammen,2003,W.W. Norton & Company,"['monster', 'god', 'maneating', 'predator', 'jungle', 'history', 'mind']","['david', 'quammen']","['ww', 'norton', 'company']"
4359,0385500696,The Fortress of Solitude : A Novel,jonathan lethem,2003,Doubleday,"['fortress', 'solitude', 'novel']","['jonathan', 'lethem']",['doubleday']
4360,0385509472,Diary: A Novel,chuck palahniuk,2003,Doubleday,"['diary', 'novel']","['chuck', 'palahniuk']",['doubleday']
4361,0060988649,Lost: A Novel,gregory maguire,2002,Regan Books,"['lost', 'novel']","['gregory', 'maguire']",['regan']
4362,0380725711,"Say You Love Me (Malory, No. 5)",johanna lindsey,1997,Avon,"['say', 'love', 'malory', '5']","['johanna', 'lindsey']",['avon']
4363,0380788101,"Betrayals : Book Four of the Blending (The Blending, Book 4)",sharon green,1999,Eos,"['betrayal', 'book', 'four', 'blending', 'blending', 'book', '4']","['sharon', 'green']",['eos']
4364,0380784157,Competitions : Book Two of The Blending (Competitions),sharon green,1997,Eos,"['competition', 'book', 'two', 'blending', 'competition']","['sharon', 'green']",['eos']
4365,0595256368,Rhaeva,linda moore,2003,Writer's Showcase Press,['rhaeva'],"['linda', 'moore']","['writer', 'showcase']"
4366,0061099708,Colony,anne rivers siddons,1993,HarperTorch,['colony'],"['anne', 'rivers', 'siddons']",['harpertorch']
4367,0425182886,Pot Shot,robert b parker,2002,Berkley Publishing Group,"['pot', 'shot']","['robert', 'b', 'parker']","['berkley', 'group']"
4368,0425179559,Hugger Mugger,robert b parker,2001,Berkley Publishing Group,"['hugger', 'mugger']","['robert', 'b', 'parker']","['berkley', 'group']"
4369,0425174018,Hush Money (Spenser Mysteries),robert b parker,2000,Berkley Publishing Group,"['hush', 'money', 'spenser', 'mystery']","['robert', 'b', 'parker']","['berkley', 'group']"
4370,0425157474,Chance,robert b parker,1997,Berkley Publishing Group,['chance'],"['robert', 'b', 'parker']","['berkley', 'group']"
4371,0425152901,Thin Air,robert b parker,1996,Berkley Publishing Group,"['thin', 'air']","['robert', 'b', 'parker']","['berkley', 'group']"
4372,0425147746,Walking Shadow,robert b parker,1996,Berkley Publishing Group,"['walking', 'shadow']","['robert', 'b', 'parker']","['berkley', 'group']"
4373,0425141551,Paper Doll,robert b parker,1996,Berkley Publishing Group,"['paper', 'doll']","['robert', 'b', 'parker']","['berkley', 'group']"
4374,0425137937,Double Deuce,robert b parker,1993,Berkley Publishing Group,"['double', 'deuce']","['robert', 'b', 'parker']","['berkley', 'group']"
4375,0425132935,Pastime,robert b parker,1996,Berkley Publishing Group,['pastime'],"['robert', 'b', 'parker']","['berkley', 'group']"
4376,0425120015,Playmates,robert b parker,1996,Berkley Publishing Group,['playmate'],"['robert', 'b', 'parker']","['berkley', 'group']"
4377,0440200040,Pale Kings and Princes,robert b parker,1988,Dell,"['pale', 'king', 'prince']","['robert', 'b', 'parker']",['dell']
4378,0440188415,Taming a Sea-Horse,robert b parker,1987,Dell Publishing Company,"['taming', 'seahorse']","['robert', 'b', 'parker']","['dell', 'company']"
4379,0440111323,A Catskill Eagle,robert b parker,1993,Dell Publishing Company,"['catskill', 'eagle']","['robert', 'b', 'parker']","['dell', 'company']"
4380,0440109930,Ceremony,robert parker,1992,Dell,['ceremony'],"['robert', 'parker']",['dell']
4381,0440180953,A Savage Place,robert b parker,1992,Dell,"['savage', 'place']","['robert', 'b', 'parker']",['dell']
4382,0440122147,Early Autumn,robert b parker,1992,Dell Publishing Company,"['early', 'autumn']","['robert', 'b', 'parker']","['dell', 'company']"
4383,0440153166,Looking for Rachel Wallace,robert parker,1987,Dell,"['looking', 'rachel', 'wallace']","['robert', 'parker']",['dell']
4384,0340750626,The Evidence Exposed,elizabeth george,1999,Not Avail,"['evidence', 'exposed']","['elizabeth', 'george']",['avail']
4385,0440157587,Mortal Stakes,robert b parker,1995,Dell Publishing Company,"['mortal', 'stake']","['robert', 'b', 'parker']","['dell', 'company']"
4386,0440129613,The Godwulf Manuscript,robert b parker,1996,Dell Publishing Company,"['godwulf', 'manuscript']","['robert', 'b', 'parker']","['dell', 'company']"
4387,0449215156,Mrs. Pollifax and the Golden Triangle,dorothy gilman,1991,Fawcett Books,"['mr', 'pollifax', 'golden', 'triangle']","['dorothy', 'gilman']",['fawcett']
4388,3746618363,Solange du da bist.,marc levy,2002,Aufbau Tb,"['solange', 'du', 'da', 'bist']","['marc', 'levy']","['aufbau', 'tb']"
4389,0385302304,Outlander,diana gabaldon,1991,Delacorte Press,['outlander'],"['diana', 'gabaldon']",['delacorte']
4390,0515117234,Wild Horses,dick francis,1995,Jove Books,"['wild', 'horse']","['dick', 'francis']",['jove']
4391,0805062858,Headlong: A Novel,michael frayn,1999,Metropolitan Books,"['headlong', 'novel']","['michael', 'frayn']",['metropolitan']
4392,0451158237,Fountainhead,ayn rand,1952,Penguin Putnam~mass,['fountainhead'],"['ayn', 'rand']","['penguin', 'putnammass']"
4393,0452281881,e,matt beaumont,2000,Plume Books,['e'],"['matt', 'beaumont']",['plume']
4394,0060163747,Return to Love: Reflections on the Principles of a Course in Miracles,marianne williamson,1992,Harpercollins,"['return', 'love', 'reflection', 'principle', 'course', 'miracle']","['marianne', 'williamson']",['harpercollins']
4395,0684195488,Accordion Crimes,e annie proulx,1996,Scribner,"['accordion', 'crime']","['e', 'annie', 'proulx']",['scribner']
4396,0932194400,Healing the Child Within,charles whitfield,1987,Health Communications,"['healing', 'child', 'within']","['charles', 'whitfield']","['health', 'communication']"
4397,0440220424,Having Our Say : The Delany Sisters' First 100 Years,sarah l delany,1994,Dell,"['say', 'delany', 'sister', 'first', '100', 'year']","['sarah', 'l', 'delany']",['dell']
4398,0679405135,Babel Tower,as byatt,1996,Random House Inc,"['babel', 'tower']","['as', 'byatt']","['random', 'house', 'inc']"
4399,1557982414,"Publication Manual of the American Psychological Association (Publication Manual of the American Psychological Association, 4th ed)",american psychological association,1994,Amer Psychological Assn,"['publication', 'manual', 'american', 'psychological', 'association', 'publication', 'manual', 'american', 'psychological', 'association', '4th', 'ed']","['american', 'psychological', 'association']","['amer', 'psychological', 'assn']"
4400,074321689X,Call Me Crazy : A Memoir (Lisa Drew Books (Hardcover)),anne heche,2001,Scribner,"['call', 'crazy', 'memoir', 'lisa', 'drew', 'book', 'hardcover']","['anne', 'heche']",['scribner']
4401,0553057758,Skinny Legs and All,tom robbins,1990,Bantam Dell Pub Group,"['skinny', 'leg']","['tom', 'robbins']","['bantam', 'dell', 'pub', 'group']"
4402,0871134799,Suicide Blonde,darcey steinke,1992,Pub Group West,"['suicide', 'blonde']","['darcey', 'steinke']","['pub', 'group', 'west']"
4403,0689817851,Go Ask Alice,anonymous,1998,Simon Pulse,"['go', 'ask', 'alice']",['anonymous'],"['simon', 'pulse']"
4404,1561385751,"Wonderplay: Interactive & Developmental Games, Crafts, & Creative Activities for Infants, Toddlers, & Preschoolers",fretta reitzes,1995,Running Press Book Publishers,"['wonderplay', 'interactive', 'developmental', 'game', 'craft', 'creative', 'activity', 'infant', 'toddler', 'preschooler']","['fretta', 'reitzes']","['running', 'book', 'publisher']"
4405,0812549082,Mainline,deborah christian,1997,Tor Science Fiction,['mainline'],"['deborah', 'christian']","['tor', 'science', 'fiction']"
4406,006105691X,Maskerade (Discworld Novels (Paperback)),terry pratchett,1998,HarperTorch,"['maskerade', 'discworld', 'novel']","['terry', 'pratchett']",['harpertorch']
4407,0553574604,Icon,frederick forsyth,1997,Bantam Books,['icon'],"['frederick', 'forsyth']",['bantam']
4408,0345402405,"Upsetting the Balance (Worldwar Series, Volume 3)",harry turtledove,1996,Del Rey Books,"['upsetting', 'balance', 'worldwar', 'series', 'volume', '3']","['harry', 'turtledove']","['del', 'rey']"
4409,0345389980,"Tilting the Balance (Worldwar Series, Volume 2)",harry turtledove,1996,Del Rey Books,"['tilting', 'balance', 'worldwar', 'series', 'volume', '2']","['harry', 'turtledove']","['del', 'rey']"
4410,0373250207,Fishbowl (Red Dress Ink (Paperback)),sarah mlynowski,2002,Red Dress Ink,"['fishbowl', 'red', 'dress', 'ink']","['sarah', 'mlynowski']","['red', 'dress', 'ink']"
4411,0671023934,The Anatomy of Motive : The FBI's Legendary Mindhunter Explores the Key to Understanding and Catching Violent Criminals,john douglas,2000,Pocket,"['anatomy', 'motive', 'fbi', 'legendary', 'mindhunter', 'explores', 'key', 'understanding', 'catching', 'violent', 'criminal']","['john', 'douglas']",['pocket']
4412,0671003941,JOURNEY INTO DARKNESS (Lisa Drew Books (Paperback)),john e douglas,1997,Pocket,"['journey', 'darkness', 'lisa', 'drew', 'book']","['john', 'e', 'douglas']",['pocket']
4413,0802131786,Tropic of Cancer,henry miller,1987,Grove Press,"['tropic', 'cancer']","['henry', 'miller']",['grove']
4414,8423307328,"LA Familia De Pascual Duarte (Coleccion Destinolibro, V. 63)",camilo jose cela,1996,Continental Book Company,"['la', 'familia', 'de', 'pascual', 'duarte', 'coleccion', 'destinolibro', 'v', '63']","['camilo', 'jose', 'cela']","['continental', 'book', 'company']"
4415,8420613533,Historia Universal De LA Infamia/a Universal History of Infamy,jorge luis borges,1983,Lectorum Pubns (Adult),"['historia', 'universal', 'de', 'la', 'infamiaa', 'universal', 'history', 'infamy']","['jorge', 'luis', 'borges']","['lectorum', 'pubns', 'adult']"
4416,1558745041,Chicken Soup for the Mother's Soul (Chicken Soup for the Soul (Hardcover Health Communications)),jack canfield,1997,Health Communications,"['chicken', 'soup', 'mother', 'soul', 'chicken', 'soup', 'soul', 'hardcover', 'health', 'communication']","['jack', 'canfield']","['health', 'communication']"
4417,082175856X,Sara's Song,fern michaels,1998,Zebra Books,"['saras', 'song']","['fern', 'michaels']",['zebra']
4418,0821772341,Kentucky Rich,fern michaels,2002,Kensington Publishing Corporation,"['kentucky', 'rich']","['fern', 'michaels']","['kensington', 'corporation']"
4419,0440237025,Journey,danielle steel,2001,Dell Publishing Company,['journey'],"['danielle', 'steel']","['dell', 'company']"
4420,059098182X,Hatchet,gary paulsen,1999,Scholastic,['hatchet'],"['gary', 'paulsen']",['scholastic']
4421,0446603600,Puerto Vallarta Squeeze,robert james waller,1996,Warner Books,"['puerto', 'vallarta', 'squeeze']","['robert', 'james', 'waller']",['warner']
4422,0425180298,All Signs Point to Murder,kat goldring,2001,Berkley Publishing Group,"['sign', 'point', 'murder']","['kat', 'goldring']","['berkley', 'group']"
4423,0312306326,Visions of Sugar Plums,janet evanovich,2002,St. Martin's Press,"['vision', 'sugar', 'plum']","['janet', 'evanovich']","['st', 'martin']"
4424,0061031550,Triggerfish Twist,tim dorsey,2003,HarperTorch,"['triggerfish', 'twist']","['tim', 'dorsey']",['harpertorch']
4425,0451169522,Misery,stephen king,2004,Penguin USA (Paper),['misery'],"['stephen', 'king']","['penguin', 'usa', 'paper']"
4426,0805054081,The Book of Illusions: A Novel,paul auster,2002,Henry Holt and Co.,"['book', 'illusion', 'novel']","['paul', 'auster']","['henry', 'holt', 'co']"
4427,0060927216,Paula,isabel allende,1996,Perennial,['paula'],"['isabel', 'allende']",['perennial']
