ISBN,Book-Title,Book-Author,Year-Of-Publication,Book-Publisher
0446527793,the guardian,nicholas sparks,2003,Warner Books
0446531332,nights in rodanthe,nicholas sparks,2002,Warner Books
1570717257,man and boy,tony parsons,2001,Sourcebooks Landmark
0385420161,like water for chocolate a novel in monthly installments with recipes romances and home remedies,laura esquivel,1992,Doubleday Books
0345339711,the two towers the lord of the rings part 2,jrr tolkien,1986,Del Rey
039304016X,the perfect storm a true story of men against the sea,sebastian junger,1997,Little Brown and Company
0399147128,the villa,nora roberts,2001,Putnam Publishing Group
0670031046,in this mountain,jan karon,2002,Viking Books
0394574745,all the pretty horses border trilogy vol 1,cormac mccarthy,1992,Alfred A. Knopf
0316969443,suzannes diary for nicholas,james patterson,2001,"Little, Brown"
0743230051,he sees you when youre sleeping  a novel,mary higgins clark,2001,Scribner
0316693200,2nd chance,james patterson,2002,"Little, Brown"
0684868911,the carousel  a novel,richard paul evans,2000,Simon & Schuster
0399148582,you cannot be serious,john mcenroe,2002,Putnam Publishing Group
0684864320,lake news  a novel,barbara delinsky,1999,Simon & Schuster
0451176812,voice of the eagle,linda lay shuler,1993,Signet Book
0671525794,the kingdom by the sea a journey around great britain,paul theroux,1984,Pocket Books
0718144538,shattered uk,dick francis,0,Michael Joseph Ltd
0064407667,the bad beginning a series of unfortunate events book 1,lemony snicket,1999,HarperCollins
2253043974,,gabriel garcia marquez,1987,LGF
0349101779,the wasp factory,iain banks,0,Abacus
0743222229,george w bushisms  the slate book of the accidental wit and wisdom of our 43rd president,jacob weisberg,2001,Fireside
2253063339,les fourmis,bernard werber,2002,LGF
0767908473,the sorcerers companion a guide to the magical world of harry potter,allan zola kronzek,2001,Broadway
0140622063,scottish folk and fairy tales penguin popular classics,gordon jarvie,1997,Penguin Books Ltd
0375501347,amy and isabelle,elizabeth strout,1999,Random House Inc
0060927240,rule of the bone  novel a,russell banks,1996,Perennial
0316776963,me talk pretty one day,david sedaris,2001,Back Bay Books
156341029X,stone butch blues,leslie feinberg,1993,Firebrand Books
0060934719,stardust,neil gaiman,2001,Perennial
1563899388,death at deaths door vertigo number 1,jill thompson,2003,DC Comics
1563411148,the second coming of curly red,jody seay,1999,Firebrand Books
0451181379,the door to december,dean r koontz,1994,Signet Book
0786889160,no shirt no shoes no problem,jeff foxworthy,1997,Warner Books (Mm)
0345370740,the scions of shannara heritage of shannara ,terry brooks,1993,Del Rey Books
0679801146,alanna the first adventure song of the lioness ,tamora pierce,1989,Random House Children's Books
0446300101,the beans of egypt maine,carolyn chute,1986,Warner Books
0425142485,the funhouse,dean r koontz,1994,Berkley Publishing Group
0451456548,cold iron,melisa michaels,1997,Roc
0786886463,a density of souls,christopher rice,2001,Miramax
0345395379,slow river,nicola griffith,1996,Ballantine Books
0380788497,changer,jane lindskold,1998,Eos
0345403339,saving grace,lee smith,1996,Ballantine Books
038529929X,hannibal,thomas harris,1999,Del Sol Press
1573229571,about a boy movie tiein,nick hornby,2002,Riverhead Books
0345418778,mostly harmless,douglas adams,2000,Ballantine Books
0517201658,the thorn birds modern classics,colleen mccullough,1998,Wings
0743211383,dreamcatcher,stephen king,2001,Scribner
039914370X,sudden mischief spenser mysteries hardcover,robert b parker,1998,Putnam Pub Group
0812521331,people of the wolf the first north americans series book 1,w michael gear,1992,Tor Books
0451205421,the door to december,dean r koontz,2002,Signet Book
0440218535,smillas sense of snow,peter hoeg,1997,Island
0449207595,the grass is always greener over the septic tank,erma bombeck,1988,Fawcett Books
0590897985,the music of dolphins apple signature edition,karen hesse,1998,Hyperion Books for Children
0064405052,the magicians nephew narnia,cs lewis,1994,HarperTrophy
0152162577,deep wizardry the second book in the young wizards series,diane duane,2001,Magic Carpet Books
015216250X,so you want to be a wizard the first book in the young wizards series,diane duane,2001,Magic Carpet Books
0345391802,the hitchhikers guide to the galaxy,douglas adams,1995,Ballantine Books
0440219078,the giver 21st century reference,lois lowry,1994,Laure Leaf
349913358X,,milena moser,1993,Rowohlt Tb.
3404121686,,ken follett,1994,LÃ?ÃÂ¼bbe
3404118960,,ken follett,1992,LÃ?ÃÂ¼bbe
0345356578,a man rides through man rides through,stephen donaldson,1990,Del Rey Books
0345346971,mirror of her dreams mordants need,stephen r donaldson,1987,Del Rey
0753804700,reader,bernhard schlink,0,Phoenix Books
0451155750,the dead zone,stephen king,2004,Signet Book
0786890436,the diary of ellen rimbauer my life at rose red,ellen rimbauer,2002,Hyperion Press
0345428544,dark tide i onslaught star wars the new jedi order book 2,michael a stackpole,2000,Del Rey Books
0671694049,long dark tea time of the soul,douglas adams,1990,Pocket
0449006557,half moon street charlotte  thomas pitt novels ,anne perry,2001,Ballantine Books
0373250339,a minor indiscretion red dress ink ,carol matthews,2003,Red Dress Ink
0380820447,for better for worse a novel,carole matthews,2002,Avon Trade
0385497679,hidden in plain view a secret story of quilts and the underground railroad,jacqueline l tobin,2000,Anchor Pub
0451454243,the forest house,marion zimmer bradley,1995,Roc
039914563X,the bear and the dragon,tom clancy,2000,G. P. Putnam's Sons
0312853238,enders game ender wiggins saga ,orson scott card,1992,Tor Books
0425161722,net force,tom clancy,1999,Berkley Publishing Group
0385493800,the testament,john grisham,1999,Doubleday Books
067175145X,the way things ought to be,rush h iii limbaugh,1992,Pocket Books
0440211727,a time to kill,john grisham,1992,Dell
0380002450,awakening,kate chopin,1982,Avon
0425134350,patriot games,tom clancy,1992,Berkley Publishing Group
044661162X,chasing the dime,michael connelly,2003,Warner Books
0671742566,tender triumph sonnet books,judith mcnaught,1991,Pocket
0515122408,the cat who tailed a thief,lilian jackson braun,1998,Jove Books
0440222818,guilt,john t lescroart,1998,Island
0451204050,on secret service,john jakes,2001,Signet Book
038533334X,charming billy,alice mcdermott,1999,Delta
0449001954,murder at the library of congress capital crimes ,margaret truman,2001,Fawcett Books
0345404777,no safe place,richard north patterson,1999,Ballantine Books
0451185277,thorns of truth,eileen goudge,1999,Signet Book
0440224829,granny dan,danielle steel,2000,"Random House, Inc."
0515134368,the penwyth curse,catherine coulter,2004,Jove Books
0380759497,xanth 15 the color of her panties,piers anthony,1992,Eos
0394578791,a reporters life,walter cronkite,1996,Knopf
068983571X,hound of the baskervilles aladdin classics,sir arthur conan doyle,2000,Aladdin
1551668785,final stand,helen myers,2002,Mira
0380817144,lord of the silent a novel of suspense,elizabeth peters,2002,Avon
0553212583,wuthering heights,emily bronte,1983,Bantam
0446364762,the stars shine down,sidney sheldon,1993,Warner Books
0425166619,toxin,robin cook,1999,Berkley Publishing Group
0765341972,the mothman prophecies,john a keel,2002,Tor Books
0064472779,allamerican girl,meg cabot,2003,HarperTrophy
0553581279,the silver metal lover,tanith lee,1999,Spectra Books
0553561618,dark paradise,tami hoag,1994,Bantam
0312422156,middlesex a novel,jeffrey eugenides,2003,Picador
0451524489,the awakening and selected stories of kate chopin signet classic,kate chopin,1995,Signet Book
0140065172,ordinary people,judith guest,1993,Penguin Books
044022165X,the rainmaker,john grisham,1996,Dell
0399143165,toxin,robin cook,1998,Putnam Pub Group
0425124347,the bad place,dean r koontz,1994,Berkley Publishing Group
0312282990,the amazing adventures of kavalier  clay,michael chabon,2001,Picador
0425137945,greygallows,barbara michaels,1993,Berkley Publishing Group
042512892X,into the darkness,barbara michaels,1996,Berkley Publishing Group
0425113892,someone in the house,barbara michaels,1989,Berkley Publishing Group
0394820371,the phantom tollbooth,norton juster,1993,Yearling Books
0449134482,dances with wolves,michael blake,1990,Fawcett Books
0375821813,hoot newbery honor book,carl hiaasen,2002,Knopf Books for Young Readers
0812516826,catnap  a midnight louie mystery a midnight louie mystery,carole nelson douglas,1993,Forge Books
0345348036,the princess bride s morgensterns classic tale of true love and high adventure,william goldman,1987,Del Rey
0871137380,black hawk down a story of modern war,mark bowden,1999,Atlantic Monthly Press
0553568760,natural causes,michael palmer,1995,Bantam Books
034538184X,degree of guilt,richard north patterson,1995,Ballantine Books
0140620125,wuthering heights penguin popular classics,emily bronte,1994,Penguin Books Ltd
0140620109,emma penguin popular classics,jane austen,1994,Penguin Books Ltd
0375420827,the art of travel,alain de botton,2002,Pantheon
0671745530,so long and thanks for all the fish hitchhikers trilogy ,douglas adams,1991,Pocket
0805062971,fight club,chuck palahniuk,1999,Owl Books
0553211412,wuthering heights,emily bronte,1983,Bantam
0671510053,shipping news,annie proulx,1994,Scribner
1573229385,the frog king a love story,adam davies,2002,Riverhead Books
0385334036,the smoke jumper,nicholas evans,2001,Delacorte Press
0060914653,the unbearable lightness of being,milan kundera,1988,Harpercollins
0345347536,a spell for chameleon xanth novels ,piers anthony,1987,Del Rey Books
055321313X,anne of green gables anne of green gables novels ,lm montgomery,1982,Bantam Classics
0060529709,everything is illuminated  a novel,jonathan safran foer,2003,Perennial
0876850867,post office,charles bukowski,1980,Black Sparrow Books
0140274154,on the road essential penguin s,jack kerouac,1998,Penguin Books Ltd
0679743464,hardboiled wonderland and the end of the world a novel vintage international,haruki murakami,1993,Vintage Books USA
0375704027,norwegian wood vintage international original,haruki murakami,2000,Vintage Books USA
0590484753,talking to dragons enchanted forest chronicles ,patricia c wrede,1995,Point Fantasy
0590484672,calling on dragons read with me s,patricia c wrede,1994,Point Fantasy
0743237188,fall on your knees oprah 45,annmarie macdonald,2002,Touchstone
0553586122,reap the wind,iris johansen,2002,Bantam Books
0553584510,the survivors club,lisa gardner,2003,Bantam
0440216842,the carousel,belva plain,1998,Dell
0345443284,while i was gone,sue miller,1999,Ballantine Books
0553285653,grass,sheri s tepper,1990,Spectra Books
0394800133,one fish two fish red fish blue fish i can read it all by myself beginner books,dr seuss,1960,Random House Books for Young Readers
0060972777,this boys life a memoir,tobias wolff,1989,Perennial
0156001942,winters tale,mark helprin,1995,Harvest Books
055326382X,the dancing wu li masters an overview of the new physics,gary zukav,1994,Bantam Books
0345418018,the world according to garp ballantine readers circle,john irving,1997,Ballantine Books
0684801469,farewell to arms,ernest hemingway,1995,Scribner
0312420145,the twentyseventh city  a novel bestselling backlist,jonathan franzen,2001,Picador
0375401318,breaking clean,judy blunt,2002,Knopf
0140253602,felicias journey,william trevor,1996,Penguin Books
0671789422,possessing the secret of joy,alice walker,1993,Pocket
014016930X,angle of repose contemporary american fiction,wallace stegner,1992,Penguin Books
0140077022,white noise contemporary american fiction,don delillo,1991,Penguin Books
0679732764,invisible man,ralph ellison,1995,Vintage Books USA
0553273604,of love and shadows,isabel allende,1988,Bantam Books
0553273914,the house of the spirits,isabel allende,1986,Bantam Books
0060256672,where the sidewalk ends  poems and drawings,shel silverstein,1974,HarperCollins
039592720X,interpreter of maladies,jhumpa lahiri,1999,Houghton Mifflin Co
0060928336,divine secrets of the yaya sisterhood a novel,rebecca wells,1997,Perennial
0671003755,shes come undone oprahs book club ,wally lamb,1996,Washington Square Press
0553268449,jitterbug perfume,tom robbins,1985,Bantam
0684844729,stones from the river,ursula hegi,1997,Simon & Schuster
038001503X,one hundred years of solitude,gabriel garcia marquez,1970,Avon Books
0440215625,dragonfly in amber,diana gabaldon,1993,Dell
0316777730,naked,david sedaris,1998,Back Bay Books
0375501851,white teeth,zadie smith,2000,Random House
0877733759,writing down the bones,natalie goldberg,1986,Shambhala
0805019367,k is for killer grafton sue kinsey millhone mysteries,sue grafton,1994,Henry Holt & Company
0140070206,ironweed,william j kennedy,1989,Penguin Books
0140042393,the grapes of wrath,john steinbeck,1976,Penguin USA
067142517X,how to win friends revised,dale carnegie,1981,Simon & Schuster
0671726889,cuckoos egg,clifford stoll,1990,Pocket
0446601241,kiss the girls,james patterson,1995,Warner Books
0451124340,different seasons,stephen king,1983,Penguin Putnam~mass
0345384466,the witching hour lives of the mayfair witches,anne rice,1993,Ballantine Books
0446604801,jack  jill alex cross novels,james patterson,1997,Warner Books
0345422392,vittorio the vampire new tales of the vampires,anne rice,2001,Ballantine Books
0679734775,the house on mango street vintage contemporaries,sandra cisneros,1991,Vintage
0425124819,black rainbow,barbara michaels,1994,Berkley Publishing Group
0345409469,the demonhaunted world science as a candle in the dark,carl sagan,1997,Ballantine Books
1558747346,teen love  on relationships a book for teenagers,kimberly kirberger,1999,Health Communications
