ISBN,Book-Title,Book-Author,Year-Of-Publication,Book-Publisher
0393307069,Post Captain (Aubrey-Maturin (Paperback)),patrick obrian,1990,W. W. Norton & Company
0679783261,Pride and Prejudice (Modern Library Classics),jane austen,2000,Modern Library
0515137057,Clean Cut,theresa monsour,2004,Jove Books
0743227441,The Other Boleyn Girl,philippa gregory,2002,Touchstone
0671024108,Speaking in Tongues,jeffery deaver,2002,Pocket
0345433491,Hanna's Daughters (Ballantine Reader's Circle),marianne fredriksson,1999,Ballantine Books
0671793888,Cowboys Are My Weakness,pam houston,1993,Washington Square Press
0679769447,What Girls Learn,karin cook,1998,Vintage Books USA
1558743316,A 2nd Helping of Chicken Soup for the Soul (Chicken Soup for the Soul Series (Paper)),jack canfield,1994,Health Communications
0345381432,Dreaming in Cuban,cristina garcia,1993,Ballantine Books
0553375067,Emotional Intelligence : Why It Can Matter More Than IQ,daniel goleman,1997,Bantam
0671452177,WLD ACCORDNG GARP,john irving,1982,Pocket
0553275976,The Bonfire of the Vanities,tom wolfe,1988,Bantam Books
0553122509,All Creatures Great and Small,james herriot,0,Bantam Doubleday Dell
0140092323,Lake Wobegon days,garrison keillor,1986,Penguin Books
0345387813,Power Play,anne mccaffrey,1996,Del Rey Books
0553564404,Finnegan's Week,joseph wambaugh,1996,Bantam Books
0553562398,Rest in Pieces (Mrs. Murphy Mysteries (Paperback)),rita mae brown,1993,Bantam
0553287532,Wish You Were Here (Mrs. Murphy Mysteries (Paperback)),rita mae brown,1991,Bantam
0931580781,Life 101: Everything We Wish We Had Learned About Life in School--But Didn't (The Life 101 Series),peter mcwilliams,1994,Prelude Press
0425191583,Imitation in Death (Eve Dallas Mysteries (Paperback)),jd robb,2004,Berkley Publishing Group
0449207145,My Name Is Asher Lev,chaim potok,1990,Fawcett Books
0684717603,The GREAT GATSBY (Scribner Classic),f scott fritzgerald,1920,Scribner Paper Fiction
0671434225,CONTACT,carl sagan,1986,Pocket
0609609491,The One Minute Millionaire: The Enlightened Way to Wealth,mark victor hansen,2002,Harmony
0671742949,UNDER SIEGE,stephen coonts,1991,Pocket
0553582127,The Search,iris johansen,2001,Bantam Books
0425169685,Flight of Eagles,jack higgins,1999,Berkley Publishing Group
0425132625,Sky Masters,dale brown,1996,Berkley Publishing Group
0440225817,Acts of Malice,perri oshaughnessy,2000,Island
0312982615,Robert Ludlum's The Paris Option : A Covert-One Novel (A Covert-One Novel),robert ludlum,2003,St. Martin's Paperbacks
0553578308,Tough Cookie,diane mott davidson,2001,Bantam Books
0553578359,Chopping Spree,diane mott davidson,2003,Bantam Books
0440901588,A Swiftly Tilting Planet,madeleine lengle,1979,Laure Leaf
0425146421,The Wizard's Daughter,barbara michaels,1995,Berkley Publishing Group
068419337X,SHIPPING NEWS,annie proulx,1993,Scribner
0345305779,Get Off the Unicorn,anne mccaffrey,1982,Del Rey Books
0380792028,Glorious Angel,johanna lindsey,2002,Avon
0821770195,Charming Lily (Zebra Books),fern michaels,2001,Zebra Books
0517593343,Spring Collection,judith krantz,1996,Random House Inc
051513225X,Pendragon,catherine coulter,2002,Jove Books
0886773490,"The Star Scroll (Dragon Prince, Book 2)",melanie rawn,1994,Daw Books
0515129933,The Scottish Bride (Bride Trilogy (Paperback)),catherine coulter,2001,Jove Books
051512088X,Rosehaven,catherine coulter,2000,Jove Books
0345387805,Power Lines,anne mccaffrey,1996,Del Rey Books
0345316002,Killashandra,anne mccaffrey,1993,Del Rey Books
0441003583,The Godmother's Apprentice,elizabeth ann scarborough,1996,Ace Books
0441005195,"Jovah's Angel (Samaria Trilogy, Book 2)",sharon shinn,1998,Ace Books
0441004326,"Archangel (Samaria Trilogy, Book 1)",sharon shinn,1997,Ace Books
0425179648,Marrying the Mistress,joanna trollope,2001,Berkley Publishing Group
0553262807,Always Coming Home,ursula k le guin,1993,Spectra Books
0671657860,"Many Lives, Many Masters",brian l weiss,1988,Fireside
0515103292,When Rabbit Howls,truddi chase,1990,Jove Books
3404142942,Das Jesus Video.,andreas eschbach,2000,LÃ?ÃÂ¼bbe
0345422406,Merrick (Vampire/Witches Chronicles),anne rice,2001,Ballantine Books
0312194560,Girl Walking Backwards,bett williams,1998,Griffin Trade Paperback
0140345353,The Devil's Arithmetic,jane yolen,1990,Puffin Books
0671644475,The Conquest,jude deveraux,1991,Pocket
0671769316,NEW ROADSIDE AMERICA : THE MODERN TRAVELER'S GUIDE TO THE WILD AND WONDERFUL WORLD OF AMERICA'S TOURIST,doug kirby,1992,Fireside
1551668122,Night Of The Black Bird,heather graham,2001,Mira
1860461670,Miss Smilla's Feeling for Snow,peter hoeg,2000,Havill Pr
0375410198,The Feast of Love : A Novel,charles baxter,2000,Pantheon Books
0451190548,The Green Mile: Coffey's Hands (Green Mile Series),stephen king,1996,Signet Book
0671553046,Life Support,tess gerritsen,1998,Pocket
043942089X,The Thief Lord,cornelia funke,2003,Chicken House
0452283825,Baggage,emily barr,2003,Plume Books
0425176045,Falling Bodies,andrew mark,2000,Berkley Publishing Group
0061094234,Dirt,stuart woods,1997,HarperTorch
0061099805,Swimming to Catalina,stuart woods,1998,HarperTorch
0061093491,Dead in the Water,stuart woods,1998,HarperTorch
0061090808,New York Dead,stuart woods,1992,HarperTorch
157566691X,Christmas Cookie Murder: A Lucy Stone Mystery (Lucy Stone Mysteries (Paperback)),leslie meier,2000,Kensington Publishing Corporation
1551668254,Road Taken,rona jaffe,2001,Mira
0151004218,All the Names,jose saramago,2000,Harcourt
0330363239,Dirt music,tim winton,2001,Picador
0140318909,Boy: Tales of Childhood (Puffin Story Books),roald dahl,1991,Penguin USA
0553269216,Rainbow Valley (Anne of Green Gables Novels (Paperback)),lm montgomery,1985,Starfire
0440220653,The Face on the Milk Carton,caroline b cooney,1991,Laure Leaf
0064405842,"Catherine, Called Birdy (Trophy Newbery)",karen cushman,1995,HarperTrophy
0743407865,Brave New Girl,louisa luna,2001,MTV
0060987324,Girlfriend in a Coma,douglas coupland,1999,Regan Books
3453863712,Die Orks.,stan nicholls,2002,Heyne
0192823507,Wuthering Heights (The World's Classics),emily bronte,1995,Oxford University Press
0452254345,Growing Up,russell baker,1983,Penguin Putnam~trade
0880015829,The Sheltering Sky,paul bowles,1998,Ecco
0449225313,The Mark of the Assassin,daniel silva,1999,Fawcett Books
0765349671,The Da Vinci Legacy,lewis perdue,2004,Tor Books
0425192733,Portrait of a Killer: Jack the Ripper-- Case Closed (Berkley True Crime),patricia cornwell,2003,Berkley Publishing Group
0060525460,The Beachcomber,josephine cox,2003,Avon
0449206246,The Wheel of Fortune,susan howatch,1990,Fawcett Books
0553575104,In Pursuit of the Proper Sinner,elizabeth george,2000,Bantam Books
0895771845,The scarlet letter (The World's best reading),nathaniel hawthorne,1984,Reader's Digest Association
0451403703,The Hangman's Beautiful Daughter,sharyn mccrumb,1993,Onyx Books
0812589718,Daughter of God,lewis perdue,2001,Forge Books
0449222713,Black Opal,victoria holt,1994,Ivy Books
0449215482,The Silk Vendetta,victoria holt,1988,Ivy Books
0345327454,Thai Horse,william diehl,1997,Ballantine Books
0688084923,"Morning, Noon, and Night",sidney sheldon,1995,William Morrow & Company
0440235146,A Sudden Change of Heart,barbara taylor bradford,1999,Dell Publishing Company
0786889411,Rock This!,chris rock,1998,Hyperion
0671496107,Immortal Poems of the English Language,oscar williams,1983,Pocket
055321246X,Walden and Other Writings,henry david thoreau,1983,Bantam
0671522647,GUMP & CO.,winston groom,1996,Pocket
0525941908,The Regulators,richard bachman,1996,Dutton Books
0767915054,A Girl Named Zippy: Growing Up Small in Mooreland Indiana (Today Show Book Club #3),haven kimmel,2002,Broadway Books
0842365826,And the Shofar Blew (Moving Fiction),francine rivers,2003,Tyndale House Publishers
0452284449,The Virgin Blue,tracy chevalier,2003,Plume Books
0446610542,The Bachelor (Warner Books Contemporary Romance),carly phillips,2002,Warner Forever
0679750169,The Romance of Tristan and Iseult (Vintage Classics),joseph bedier,1994,Vintage Books USA
0671759299,My Girl: A Novel,patricia hermes,1991,Simon Spotlight Entertainment
0440910099,Face On the Milk Carton,caroline b cooney,1994,Bantam Doubleday Dell
0553269151,Inherit the Wind,jerome lawrence,1982,Bantam
0440111498,Cat's Cradle,kurt vonnegut,1997,Dell Publishing Company
0553273078,Stainless Steel Rat Gets Drafted (Stainless Steel Rat Books (Paperback)),harry harrison,1988,Bantam
0553286587,Rama II: The Sequel to Rendezvous with Rama,arthur c clarke,1990,Bantam
0373227388,Bodyguard /Husband : Ultimate Agents (Harlequin Intrigue Series),mallory kane,2003,Harlequin
0778320065,Grave Concerns (Mira),gwen hunter,2004,Mira Books
0515121495,The List,steven paul martini,1997,Jove Books
0743456351,A Man to Call My Own : A Novel,johanna lindsey,2004,Pocket Star
0425132951,The House of Thunder,dean r koontz,1993,Berkley Publishing Group
0380759470,Xanth 13: Isle of View,piers anthony,1990,Eos
0811833615,The Bad Girl's Guide to the Party Life,cameron tuttle,2002,Chronicle Books
0811821706,The Bad Girl's Guide to the Open Road,cameron tuttle,1999,Chronicle Books
1558747613,"Chicken Soup for the Teenage Soul III : More Stories of Life, Love and Learning (Chicken Soup for the Soul)",jack canfield,2000,HCI Teens
0679755330,A Raisin in the Sun,lorraine hansberry,1994,Vintage
0451526732,Narrative of the Life of Frederick Douglass: An American Slave (Signet Classics (Paperback)),frederick douglass,1997,Signet Book
0425083896,"Books of Blood, Vol. 1",clive barker,1994,Berkley Publishing Group
0451525795,My Antonia (Signet Classic),willa cather,1994,Signet Book
0451188454,The Bone Collector (Lincoln Rhyme Novels (Paperback)),jeff deaver,2004,Signet Book
3499136457,Venusneid.,rita mae brown,1995,Rowohlt Tb.
1558745718,Chicken Soup for the Pet Lover's Soul (Chicken Soup for the Soul),jack canfield,1998,Health Communications
0425176932,"Breaking Point (Tom Clancy's Net Force, No. 4)",steve perry,2000,Berkley Publishing Group
0881030368,1984 (Signet Classics (Paperback)),george orwell,1999,Sagebrush Bound
1565117794,Life of Pi,yann martel,2003,Highbridge Audio
0440219507,Troubling a Star,madeleine lengle,1995,Laure Leaf
8806142100,Io Non Ho Paura,niccolo ammaniti,2002,Distribooks Inc
3746615429,Die Truhen des Arcimboldo. Nach den TagebÃ?ÃÂ¼chern des Heinrich Wilhelm Lehmann.,hanjo lehmann,1999,Aufbau Tb
2070401685,L'Ile des Gauchers,alexandre jardin,1997,Gallimard
2253006629,L'Arrache-coeur: Roman (Livre de poche),boris vian,1992,Le Livre de poche
044021632X,The Angel Maker,ridley pearson,1994,Island
0590474782,Twins,caroline b cooney,1994,Scholastic
0425117383,At Risk,alice hoffman,1989,Berkley Publishing Group
0060090375,Lucy Sullivan Is Getting Married,marian keyes,2002,Perennial
1582343047,How to Cook a Tart,nina killham,2003,Bloomsbury USA
0312984294,The Corrections,jonathan franzen,2002,St Martins Pr
0399139745,Wild Horses,dick francis,1994,Putnam Pub Group
0679762671,A Dog's Life,peter mayle,1996,Vintage Books USA
0140143505,84 Charing Cross Road,helene hanff,1990,Penguin Books
0345413881,Dr. Death (Alex Delaware Novels (Paperback)),jonathan kellerman,2001,Ballantine Books
0553289691,SKINNY LEGS AND ALL,tom robbins,1991,Bantam
0140042407,Tortilla Flat,john steinbeck,1995,Penguin Books
0765303418,Catspaw (Cat),joan d vinge,2002,Tor Books
0812550757,Speaker for the Dead (Ender Wiggins Saga (Paperback)),orson scott card,1994,Tor Books
067087311X,Icy Sparks,gwynn rubio,1998,Viking Books
0679721886,The Woman Warrior : Memoirs of a Girlhood Among Ghosts,maxine hong kingston,1989,Vintage
0394575202,The Power of One,bryce courtenay,1989,Smithmark Pub
0451187849,We the Living,ayn rand,1996,Signet Book
0451163966,One Flew Over the Cuckoo's Nest,ken kesey,1989,Signet Book
0449911659,"Rabbit, Run",john updike,1996,Ballantine Books
0553571338,The Giver,lois lowry,1999,Bantam Books for Young Readers
0812564669,Household Gods,judith tarr,2000,Tor Fantasy
0525946829,Quentins,maeve binchy,2002,Dutton Books
0399138013,November of the Heart,lavyrle spencer,1993,Putnam Pub Group
0590060198,The BFG,roald dahl,1982,Scholastic Inc.
0671736825,GIMME A KISS : GIMME A KISS,christopher pike,1991,Simon Pulse
0671736809,"GRADUATION (FINAL FRIENDS 3) : GRADUATION (Final Friends, No 3)",christopher pike,1991,Simon Pulse
3423202327,MÃ?ÃÂ¶rder ohne Gesicht.,henning mankell,1999,Dtv
3442421357,Im Eishaus.,minette walters,1996,Goldmann
0312986343,Visions of Sugar Plums: A Stephanie Plum Holiday Novel,janet evanovich,2004,St. Martin's Paperbacks
0425125467,Harmful Intent,robin cook,2001,Berkley Publishing Group
006056668X,"Fluke : Or, I Know Why the Winged Whale Sings",christopher moore,2004,Perennial
0446530077,Find Me,rosie odonnell,2002,Warner Books
0373712006,Silent Witness (Harlequin Superromance),kay david,2004,Harlequin
0373711735,"The Road To Echo Point (Harlequin Superromance, 1173)",carrie weaver,2003,Harlequin
0312951914,Linda Goodman's Star Signs,linda goodman,1988,St. Martin's Press
0875421245,The Magical Household: Spells & Rituals for the Home (Llewellyn's Practical Magick Series),scott cunningham,1987,Llewellyn Publications
0875420508,Buckland's Complete Book of Witchcraft (Llewellyn's Practical Magick),raymond buckland,1986,Llewellyn Publications
0451178599,Needful Things,stephen king,1993,New Amer Library
0451128370,Christine,stephen king,1983,Penguin Putnam~mass
0451170385,Four Past Midnight,stephen king,2001,Signet Book
0451206339,Forgive the Moon,maryanne stahl,2002,New American Library
0156006847,The Fencing Master: A Novel,,2000,Harvest Books
0395926882,The Best American Short Stories 2001,katrina kenison,2001,Mariner Books
0446527297,The Millionaires,brad meltzer,2002,Warner Books
0786867906,Strip City: A Stripper's Farewell Journey Across America,lily burana,2001,Miramax
0425151875,Tom Clancy's Op-Center: Games of State (Tom Clancy's Op Center (Paperback)),tom clancy,1996,Berkley Publishing Group
0373218958,Less Of A Stranger (Silhouette Single Title),nora roberts,2003,Silhouette
0671684256,Cold Harbour,jack higgins,1990,Simon & Schuster
0425182843,Edge of Danger,jack higgins,2002,Berkley Publishing Group
0812550749,Firebird,mercedes lackey,1997,Tor Books
0671720996,"The Lark and the Wren (Bardic Voices, Book 1)",mercedes lackey,1991,Baen
0670031720,Drop City,t coraghessan boyle,2003,Viking Books
0679742115,Vox: A Novel,nicholson baker,1995,Vintage Books USA
0345463153,The Fourth Hand,john irving,2003,Fawcett
0312991460,To the Nines (A Stephanie Plum Novel),janet evanovich,2004,St. Martin's Paperbacks
0142001325,Our Lady of the Lost and Found: A Novel,diane schoemperlen,2002,Penguin Books
0385501412,Three Weeks in Paris,barbara taylor bradford,2002,Doubleday
006016848X,"Men Are from Mars, Women Are from Venus: A Practical Guide for Improving Communication and Getting What You Want in Your Relationships",john gray,1992,HarperCollins Publishers
0684862921,Ringing For You : A Love Story with Interruptions,anouchka grose forrester,1999,Scribner
0156007185,"The Worst Day of My Life, So Far",ma harper,2002,Harvest Books
0451182960,Too Many Crooks Spoil the Broth: A Pennsylvania-Dutch Mystery With Recipes (Pennsylvania Dutch Mysteries with Recipes (Paperback)),tamar myers,1995,Signet Book
0449002985,Your Oasis on Flame Lake (Ballantine Reader's Circle),lorna landvik,1998,Ballantine Books
0395859972,The Blue Flower,penelope fitzgerald,1997,Mariner Books
0671727583,Smart Women,judy blume,1990,Pocket Books
0060176156,Up Island,anne rivers siddons,1997,HarperCollins Publishers
0440159008,Motherhood the Second Oldest Profession,erma bombeck,0,Bantam Doubleday Dell
0440212561,Outlander,diana gabaldon,1992,Dell
0821769278,Plain Jane,fern michaels,2002,Zebra Books
0486264645,Heart of Darkness (Dover Thrift Editions),joseph conrad,1990,Dover Publications
0451402065,Earth Song,catherine coulter,1990,Onyx Books
0515133302,Hemlock Bay,catherine coulter,2002,Jove Books
1551668432,Texas Ranger,diana palmer,2001,Mira
0451198948,"Warrior's Song (Coulter, Catherine. Medieval Song Quartet, 4.)",catherine coulter,2004,Signet Book
0821767852,Yesterday,fern michaels,2001,Zebra Books
0771014899,Verdict in Blood (Joanne Kilbourn Mysteries (Paperback)),gail bowen,1999,McClelland & Stewart
0006480764,Lost Girls,andrew pyper,0,Harperperennial
8432215333,El Perfume: Historia De UN Asesino,patrick suskind,1998,Editorial Seix Barral
0684801051,TIME AND AGAIN,jack finney,1995,Touchstone
039914840X,Three Fates,nora roberts,2002,Putnam Publishing Group
0684801523,The Great Gatsby,f scott fitzgerald,1995,Scribner
0836217810,"We Are Experiencing Parental Difficulties...Please Stand By : Baby Blues Scrapbook No.5 (Baby Blues Scrapbook, No 5)",rick kirkman,1995,Andrews McMeel Publishing
0446532452,The Wedding,nicholas sparks,2003,Warner Books
0140449124,Madame Bovary,gustave flaubert,2003,Penguin Books
0446520659,The Lion's Game,nelson demille,2000,Warner Books
0553071807,This Day All Gods Die: The Gap into Ruin (Gap Series/Stephen R. Donaldson),stephen r donaldson,1996,Bantam
